acceleration,aggression,agility,balance,ball,composure,crossing,curve,defending,diving,dribbling,finishing,fk,handling,heading,interceptions,jumping,kicking,long,marking,pace,passing,penalties,physicality,player_id,positioning,raits,reactions,reflexes,shooting,short,shot,sliding,specialities,speed,sprint,stamina,standing,strength,vision,volleys,cam,cb,cdm,cf,cm,lb,lf,lm,lw,lwb,rb,rf,rm,rw,rwb,st,added_on,age,att_workrate,club,def_workrate,foot,height,intl_reputation,league,name,nation,origin,revision,skills,weak_foot,weight,colour,front_scores,overall_score,position,rareness
99,70,99,97,97,86,93,96,50,0,99,94,92,0,89,64,77,0,91,39,98,96,99,84,18659,99,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",92,0,96,96,93,34,"['Speedster', 'Dribbler', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,94,97,42,82,99,93,97,64,74,96,92,72,96,96,97,77,72,96,96,97,77,94,2017-05-17,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,TOTS-PL,TOTS,4,4,74,gold,"{'PHY': '84', 'DEF': '50', 'DRI': '99', 'PAS': '96', 'SHO': '96', 'PAC': '98'}",98,LW,rare
97,65,98,95,95,86,89,92,45,0,99,90,88,0,80,57,71,0,87,35,94,92,97,78,18281,95,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",90,0,92,92,89,30,"['Speedster', 'Dribbler', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,90,90,37,76,96,89,94,59,70,94,88,68,94,93,94,72,68,94,93,94,72,90,2017-04-12,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,TOTW30,FIF,4,4,74,gold,"{'PHY': '78', 'DEF': '45', 'DRI': '97', 'PAS': '92', 'SHO': '92', 'PAC': '94'}",94,LW,rare
82,99,71,64,99,84,89,81,56,0,97,99,83,0,99,56,66,0,67,39,85,89,90,98,18679,99,['None'],99,0,98,91,99,47,"['Aerial Threat', 'Distance Shooter', 'Crosser', 'Strength', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,86,94,54,99,99,96,93,71,75,96,88,73,96,93,94,76,73,96,93,94,76,97,2017-05-17,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,TOTS-PL,TOTS,3,4,85,gold,"{'PHY': '98', 'DEF': '56', 'DRI': '95', 'PAS': '89', 'SHO': '98', 'PAC': '85', 'TOTS-PL': 'ST'}",94,Costa,rare
96,63,97,94,94,86,88,91,42,0,98,89,87,0,74,53,69,0,86,32,93,91,96,75,17266,94,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",89,0,91,91,88,28,"['Speedster', 'Dribbler', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Clinical Finisher', 'Complete Forward']",0,89,86,35,73,95,88,93,56,68,92,87,66,92,92,93,70,66,92,92,93,70,89,2017-02-08,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,TOTW21,TIF,4,4,74,gold,"{'PHY': '75', 'DEF': '42', 'DRI': '96', 'PAS': '91', 'SHO': '91', 'PAC': '93'}",93,LW,rare
91,99,88,99,93,80,82,60,92,0,89,83,60,0,62,99,89,0,95,86,90,91,69,94,18373,87,['None'],99,0,85,99,92,95,"['Speedster', 'Dribbler', 'Play Maker', 'Distance Shooter', 'Tackler', 'Tactician', 'Acrobat', 'Complete Defender', 'Midfielder']",0,90,99,99,86,93,72,92,91,96,90,95,93,90,91,90,94,93,90,91,90,94,86,2017-04-24,26,Med,Chelsea,High,Right,169,3,Premier League,Kanté,France,N\A,AW,3,3,69,gold,"{'PHY': '94', 'DEF': '92', 'DRI': '92', 'PAS': '91', 'SHO': '85', 'PAC': '90'}",92,CM,rare
91,99,88,99,93,80,82,60,92,0,89,83,60,0,62,99,89,0,95,86,90,91,69,94,18661,87,['None'],99,0,85,99,92,95,"['Speedster', 'Dribbler', 'Play Maker', 'Distance Shooter', 'Tackler', 'Tactician', 'Acrobat', 'Complete Defender', 'Midfielder']",0,90,99,99,86,93,72,92,91,96,90,95,93,90,91,90,94,93,90,91,90,94,86,2017-05-17,26,Med,Chelsea,High,Right,169,3,Premier League,Kanté,France,TOTS-PL,TOTS,3,3,69,gold,"{'PHY': '94', 'DEF': '92', 'DRI': '92', 'PAS': '91', 'SHO': '85', 'PAC': '90'}",92,CM,rare
95,60,96,93,93,86,87,90,40,0,97,88,86,0,71,51,66,0,85,31,92,90,95,72,15594,93,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",88,0,90,90,87,27,"['Speedster', 'Dribbler', 'Distance Shooter', 'Crosser', 'FK Specialist', 'Acrobat', 'Clinical Finisher', 'Complete Forward']",0,88,83,33,70,94,87,92,54,66,91,86,64,91,91,92,69,64,91,91,92,69,88,2016-12-28,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,TOTW15,SIF,4,4,74,gold,"{'PHY': '72', 'DEF': '40', 'DRI': '95', 'PAS': '90', 'SHO': '90', 'PAC': '92'}",92,ST,rare
83,97,91,69,97,66,81,83,95,0,81,70,90,0,96,92,95,0,90,93,85,87,93,92,18669,67,"['Long Throw', 'Takes Powerful Driven Free Kicks', 'Passing - Long Passer', 'Shooting - Long Shot Taker']",97,0,80,92,92,97,"['Aerial Threat', 'Distance Shooter', 'FK Specialist', 'Tackler', 'Tactician', 'Acrobat', 'Strength', 'Complete Defender']",0,85,89,98,89,81,83,85,95,93,84,89,92,84,85,84,91,92,84,85,84,91,84,2017-05-17,30,High,Chelsea,Med,Right,189,4,Premier League,David Luiz,Brazil,TOTS-PL,TOTS,3,3,84,gold,"{'PHY': '92', 'DEF': '95', 'DRI': '88', 'PAS': '87', 'SHO': '80', 'PAC': '85', 'TOTS-PL': 'CB'}",92,Luiz,rare
94,58,95,92,92,86,85,88,36,0,96,85,84,0,64,46,63,0,83,28,91,88,92,69,15379,90,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",87,0,87,88,84,24,"['Speedster', 'Dribbler', 'Acrobat']",0,87,79,30,67,92,84,90,51,64,89,83,61,89,89,90,67,61,89,89,90,67,85,2016-11-18,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,N\A,AW,4,4,74,gold,"{'PHY': '69', 'DEF': '36', 'DRI': '94', 'PAS': '88', 'SHO': '87', 'PAC': '91'}",91,LW,rare
86,89,88,85,90,66,93,78,94,0,82,55,68,0,77,90,87,0,87,96,86,89,80,91,18664,77,['Long Throw'],99,0,68,94,82,96,"['Tackler', 'Tactician', 'Acrobat', 'Complete Defender']",0,86,99,97,85,80,65,84,91,92,82,88,93,82,86,83,93,93,82,86,83,93,79,2017-05-17,27,Med,Chelsea,Med,Right,178,2,Premier League,Azpilicueta,Spain,TOTS-PL,TOTS,3,3,75,gold,"{'PHY': '91', 'DEF': '94', 'DRI': '87', 'PAS': '89', 'SHO': '68', 'PAC': '86'}",91,CB,rare
81,94,88,67,94,66,80,82,91,0,79,70,89,0,92,88,92,0,89,89,83,86,93,89,18200,67,"['Long Throw', 'Takes Powerful Driven Free Kicks', 'Passing - Long Passer', 'Shooting - Long Shot Taker']",94,0,80,91,92,93,"['Aerial Threat', 'Distance Shooter', 'FK Specialist', 'Tackler', 'Tactician', 'Acrobat', 'Strength', 'Complete Defender']",0,83,86,94,86,80,83,84,91,90,83,87,89,83,83,82,88,89,83,83,82,88,83,2017-03-31,30,High,Chelsea,Med,Right,189,4,Premier League,David Luiz,Brazil,N\A,Premium SBC,3,3,84,gold,"{'PHY': '89', 'DEF': '91', 'DRI': '85', 'PAS': '86', 'SHO': '80', 'PAC': '83'}",90,Luiz,rare
94,57,94,91,91,86,82,85,35,0,95,83,81,0,62,44,62,0,80,27,91,85,90,68,15230,88,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",86,0,85,85,82,24,"['Speedster', 'Dribbler', 'Acrobat']",0,87,78,29,66,89,82,89,49,62,88,81,60,88,88,89,65,60,88,88,89,65,83,2016-10-26,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,TOTW6,IF,4,4,74,gold,"{'PHY': '68', 'DEF': '35', 'DRI': '93', 'PAS': '85', 'SHO': '85', 'PAC': '91'}",90,LW,rare
84,81,83,70,94,72,98,79,87,0,94,80,89,0,83,83,79,0,88,87,88,91,85,92,18663,93,"['Shooting - Long Shot Taker', 'Takes Finesse Style Free Kicks']",99,0,88,93,99,90,"['Distance Shooter', 'FK Specialist', 'Tackler', 'Strength']",0,91,99,90,90,82,66,91,88,90,91,91,91,91,92,91,92,91,91,92,91,92,90,2017-05-17,26,High,Chelsea,High,Left,188,2,Premier League,Marcos Alonso,Spain,TOTS-PL,TOTS,3,3,81,gold,"{'PHY': '92', 'DEF': '87', 'DRI': '92', 'PAS': '91', 'SHO': '88', 'PAC': '88', 'TOTS-PL': 'LWB'}",90,Alonso,rare
78,98,67,60,94,84,82,75,50,0,91,99,76,0,99,50,63,0,62,35,81,82,86,93,18413,99,['None'],97,0,93,84,94,42,"['Aerial Threat', 'Strength', 'Complete Forward', 'Poacher']",0,82,89,48,96,96,91,89,66,70,92,83,68,92,89,90,71,68,92,89,90,71,94,2017-05-03,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,TOTW33,TIF,3,4,85,gold,"{'PHY': '93', 'DEF': '50', 'DRI': '89', 'PAS': '82', 'SHO': '93', 'PAC': '81', 'TOTW33': 'ST'}",90,Costa,rare
46,23,61,45,23,52,14,19,0,84,13,14,11,91,13,15,68,89,31,11,0,0,27,0,44,86,"['Long Thrower', 'Comes for Crosses']",81,69,0,32,36,16,['None'],46,52,38,18,70,44,12,32,28,30,30,31,28,30,30,29,28,28,30,30,29,28,29,2016-09-21,25,Med,Chelsea,Med,Left,199,4,Premier League,Courtois,Belgium,N\A,Normal,1,3,91,gold,"{'POS': '86', 'SPE': '46', 'REF': '89', 'KIC': '69', 'HAN': '91', 'DIV': '84'}",89,GK,rare
77,97,65,58,92,84,78,71,47,0,89,98,73,0,96,47,62,0,59,32,80,78,85,92,15453,98,['None'],94,0,92,80,93,39,"['Aerial Threat', 'Strength', 'Complete Forward', 'Poacher']",0,81,88,45,95,91,90,87,64,67,90,81,66,90,86,87,68,66,90,86,87,68,92,2016-12-09,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,N\A,AW,3,4,85,gold,"{'PHY': '92', 'DEF': '47', 'DRI': '87', 'PAS': '78', 'SHO': '92', 'PAC': '80'}",89,Costa,rare
68,54,72,85,96,92,89,80,74,0,88,84,84,0,89,60,81,0,95,75,66,93,89,77,17881,89,"['Passing - Long Passer', 'Playmaker', 'Corner Specialist']",92,0,86,96,86,75,"['Dribbler', 'Play Maker', 'Crosser', 'Midfielder']",0,64,96,76,77,95,90,90,76,82,88,91,80,88,89,87,82,80,88,89,87,82,86,2017-03-01,30,High,Chelsea,Med,Right,175,4,Premier League,Cesc Fàbregas,Spain,TOTW24,SIF,3,3,74,gold,"{'PHY': '77', 'DEF': '74', 'DRI': '90', 'PAS': '93', 'SHO': '86', 'PAC': '66', 'TOTW24': 'CM'}",89,Fàbregas,rare
93,54,93,90,90,86,80,83,32,0,94,80,79,0,57,41,59,0,78,25,90,83,87,65,17383,85,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",85,0,82,83,79,22,"['Speedster', 'Dribbler', 'Acrobat']",0,87,75,27,63,87,79,87,47,60,86,79,58,86,86,87,63,58,86,86,87,63,81,2017-02-17,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,Upgrades,Normal,4,4,74,gold,"{'PHY': '65', 'DEF': '32', 'DRI': '92', 'PAS': '83', 'SHO': '82', 'PAC': '90'}",89,LW,rare
76,96,64,57,90,84,73,67,45,0,87,96,68,0,92,45,62,0,55,31,79,73,83,91,15429,96,['None'],92,0,90,75,91,38,"['Aerial Threat', 'Strength', 'Complete Forward', 'Poacher']",0,80,87,43,94,85,88,84,62,65,88,77,63,88,83,85,66,63,88,83,85,66,90,2016-12-07,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,TOTW12,SIF,3,4,85,gold,"{'PHY': '91', 'DEF': '45', 'DRI': '85', 'PAS': '73', 'SHO': '90', 'PAC': '79', 'TOTW12': 'ST'}",88,Costa,rare
93,54,92,90,90,86,80,82,32,0,93,80,79,0,57,41,59,0,78,25,90,82,86,64,74,84,"['Shooting - Finesse Shot', 'Flair', 'Playmaker', 'Technical Dribbler']",85,0,81,82,79,22,"['Speedster', 'Dribbler', 'Acrobat']",0,87,74,27,63,86,79,86,47,60,86,79,58,86,85,87,63,58,86,85,87,63,81,2016-09-21,26,High,Chelsea,Med,Right,173,4,Premier League,Hazard,Belgium,N\A,Normal,4,4,74,gold,"{'PHY': '64', 'DEF': '32', 'DRI': '91', 'PAS': '82', 'SHO': '81', 'PAC': '90'}",88,LM,rare
67,51,70,83,94,92,88,79,70,0,86,80,83,0,84,57,77,0,94,71,65,92,85,73,17606,85,"['Passing - Long Passer', 'Playmaker', 'Corner Specialist']",90,0,82,95,82,71,"['Dribbler', 'Play Maker']",0,63,91,72,73,94,86,88,73,80,86,89,77,86,87,85,79,77,86,87,85,79,83,2017-02-22,30,High,Chelsea,Med,Right,175,4,Premier League,Cesc Fàbregas,Spain,N\A,MOTM,3,3,74,gold,"{'PHY': '73', 'DEF': '70', 'DRI': '88', 'PAS': '92', 'SHO': '82', 'PAC': '65'}",88,Fàbregas,rare
66,49,68,80,91,92,87,78,65,0,83,78,82,0,78,53,74,0,93,66,64,91,83,70,15622,83,"['Passing - Long Passer', 'Playmaker', 'Corner Specialist']",87,0,80,94,79,66,['Play Maker'],0,62,87,67,70,93,84,86,69,77,83,87,74,83,85,83,76,74,83,85,83,76,80,2017-01-04,30,High,Chelsea,Med,Right,175,4,Premier League,Cesc Fàbregas,Spain,TOTW16,IF,3,3,74,gold,"{'PHY': '70', 'DEF': '65', 'DRI': '85', 'PAS': '91', 'SHO': '80', 'PAC': '64', 'TOTW16': 'CM'}",87,Fàbregas,rare
78,91,83,63,89,66,75,77,89,0,74,63,84,0,90,86,89,0,84,87,80,81,85,86,18184,61,"['Long Throw', 'Takes Powerful Driven Free Kicks', 'Passing - Long Passer', 'Shooting - Long Shot Taker']",89,0,73,86,84,91,"['Aerial Threat', 'Tackler', 'Tactician', 'Complete Defender']",0,80,83,92,83,75,76,79,88,87,77,82,86,77,78,77,85,86,77,78,77,85,77,2017-03-31,30,High,Chelsea,Med,Right,189,4,Premier League,David Luiz,Brazil,FUTBirthday,FUT Birthday,3,3,84,gold,"{'PHY': '86', 'DEF': '89', 'DRI': '80', 'PAS': '81', 'SHO': '73', 'PAC': '80', 'FUTBirthday': 'CB'}",87,Luiz,rare
75,95,61,54,86,84,67,61,42,0,83,92,62,0,86,42,61,0,51,29,78,67,79,90,15131,92,['None'],88,0,86,69,87,35,"['Strength', 'Poacher']",0,79,86,40,93,78,84,79,59,61,84,73,60,84,79,81,63,60,84,79,81,63,86,2016-10-05,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,TOTW3,IF,3,4,85,gold,"{'PHY': '90', 'DEF': '42', 'DRI': '81', 'PAS': '67', 'SHO': '86', 'PAC': '78', 'TOTW3': 'ST'}",87,Costa,rare
94,50,91,85,90,74,82,88,57,0,91,85,93,0,33,62,53,0,84,49,91,88,68,73,18398,88,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler']",84,0,84,90,80,58,"['Speedster', 'Dribbler', 'FK Specialist', 'Acrobat']",0,87,99,70,70,91,66,89,62,75,87,87,74,87,89,89,78,74,87,89,89,78,80,2017-04-29,28,High,Chelsea,High,Right,175,3,Premier League,Willian,Brazil,N\A,MOTM,4,4,75,gold,"{'PHY': '73', 'DEF': '57', 'DRI': '90', 'PAS': '88', 'SHO': '84', 'PAC': '91'}",87,RW,rare
93,48,89,83,88,74,79,85,54,0,89,81,90,0,31,59,50,0,81,46,90,85,64,69,15623,84,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler']",82,0,80,87,76,55,"['Dribbler', 'FK Specialist', 'Acrobat']",0,86,94,66,66,88,63,86,59,72,85,84,71,85,86,86,75,71,85,86,86,75,77,2017-01-04,28,High,Chelsea,High,Right,175,3,Premier League,Willian,Brazil,TOTW16,IF,4,4,75,gold,"{'PHY': '69', 'DEF': '54', 'DRI': '88', 'PAS': '85', 'SHO': '80', 'PAC': '90'}",86,RW,rare
73,89,79,59,84,66,72,74,86,0,70,59,81,0,87,83,87,0,81,84,75,78,79,84,15385,57,"['Long Throw', 'Takes Powerful Driven Free Kicks', 'Passing - Long Passer', 'Shooting - Long Shot Taker']",84,0,68,83,78,88,['Tackler'],0,75,81,89,81,72,71,75,85,84,73,78,83,73,74,73,81,83,73,74,73,81,73,2016-11-23,30,High,Chelsea,Med,Right,189,4,Premier League,David Luiz,Brazil,TOTW10,IF,3,3,84,gold,"{'PHY': '84', 'DEF': '86', 'DRI': '76', 'PAS': '78', 'SHO': '68', 'PAC': '75', 'TOTW10': 'CB'}",86,Luiz,rare
65,45,65,77,87,92,86,77,61,0,80,76,81,0,74,50,68,0,91,62,63,89,80,64,126,80,"['Passing - Long Passer', 'Playmaker', 'Corner Specialist']",83,0,77,92,77,62,['Play Maker'],0,62,80,63,64,91,81,83,65,73,81,83,70,81,82,80,73,70,81,82,80,73,77,2016-09-21,30,High,Chelsea,Med,Right,175,4,Premier League,Cesc Fàbregas,Spain,N\A,Normal,3,3,74,gold,"{'PHY': '64', 'DEF': '61', 'DRI': '81', 'PAS': '89', 'SHO': '77', 'PAC': '63'}",86,Fàbregas,rare
84,96,81,99,86,80,75,54,86,0,82,74,54,0,58,97,84,0,87,80,83,83,62,89,18054,78,['None'],93,0,76,91,82,89,"['Tackler', 'Tactician']",0,83,99,93,81,85,64,84,86,90,83,88,88,83,84,82,88,88,83,84,82,88,79,2017-03-15,26,Med,Chelsea,High,Right,169,3,Premier League,Kanté,France,N\A,MOTM,3,3,69,gold,"{'PHY': '89', 'DEF': '86', 'DRI': '85', 'PAS': '83', 'SHO': '76', 'PAC': '83'}",86,CM,rare
88,63,89,86,90,72,88,91,53,0,89,89,64,0,78,70,75,0,79,42,84,87,73,70,16790,93,['None'],87,0,85,93,79,44,"['Dribbler', 'Crosser', 'Acrobat', 'Clinical Finisher', 'Complete Forward', 'Poacher']",0,79,88,45,63,83,78,88,62,71,88,84,71,88,88,88,74,71,88,88,88,74,85,2017-02-01,29,High,Chelsea,Med,Right,167,3,Premier League,Pedro,Spain,N\A,MOTM,4,5,62,gold,"{'PHY': '70', 'DEF': '53', 'DRI': '89', 'PAS': '87', 'SHO': '85', 'PAC': '84'}",86,RWB,rare
81,80,81,78,83,66,85,71,88,0,75,50,62,0,72,84,78,0,79,90,81,81,71,82,15579,69,['Long Throw'],94,0,61,86,74,90,['Tackler'],0,81,93,91,76,73,58,77,85,86,75,81,87,75,79,77,87,87,75,79,77,87,72,2016-12-21,27,Med,Chelsea,Med,Right,178,2,Premier League,Azpilicueta,Spain,TOTW14,IF,3,3,75,gold,"{'PHY': '82', 'DEF': '88', 'DRI': '80', 'PAS': '81', 'SHO': '61', 'PAC': '81'}",86,CB,rare
93,47,90,84,89,74,78,84,54,0,90,79,89,0,31,59,49,0,80,46,90,84,63,68,15580,82,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler']",83,0,78,86,74,55,"['Dribbler', 'Acrobat']",0,86,92,66,65,87,62,86,59,72,84,83,71,84,86,86,75,71,84,86,86,75,77,2016-12-22,28,High,Chelsea,High,Right,175,3,Premier League,Willian,Brazil,N\A,SBC,4,4,75,gold,"{'PHY': '68', 'DEF': '54', 'DRI': '89', 'PAS': '84', 'SHO': '78', 'PAC': '90'}",86,RW,rare
74,94,58,52,83,84,63,58,40,0,80,89,59,0,82,40,60,0,48,28,77,63,76,89,17386,89,['None'],85,0,83,65,84,34,"['Strength', 'Poacher']",0,78,85,39,92,74,81,76,57,59,81,70,58,81,76,78,60,58,81,76,78,60,83,2017-02-17,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,Upgrades,Normal,3,4,85,gold,"{'PHY': '89', 'DEF': '40', 'DRI': '78', 'PAS': '63', 'SHO': '83', 'PAC': '77', 'Upgrades': 'ST'}",86,Costa,rare
83,94,78,95,83,80,73,53,84,0,79,69,53,0,56,95,82,0,85,78,82,81,58,87,15120,73,['None'],90,0,71,89,77,87,"['Tackler', 'Tactician']",0,82,98,91,79,83,60,81,84,88,79,85,86,79,82,80,86,86,79,82,80,86,75,2016-09-30,26,Med,Chelsea,High,Right,169,3,Premier League,Kanté,France,Ones To Watch,OTW,3,3,69,gold,"{'PHY': '87', 'DEF': '84', 'DRI': '82', 'PAS': '81', 'SHO': '71', 'PAC': '82', 'Watch': 'To'}",85,CM,rare
79,77,78,65,88,72,91,73,82,0,88,74,82,0,78,78,74,0,81,82,83,84,79,87,18285,86,"['Shooting - Long Shot Taker', 'Takes Finesse Style Free Kicks']",92,0,82,86,94,85,['Distance Shooter'],0,86,99,85,85,75,62,84,83,84,85,85,86,85,86,85,87,86,85,86,85,87,84,2017-04-12,26,High,Chelsea,High,Left,188,2,Premier League,Marcos Alonso,Spain,TOTW30,SIF,3,3,81,gold,"{'PHY': '87', 'DEF': '82', 'DRI': '86', 'PAS': '84', 'SHO': '82', 'PAC': '83', 'TOTW30': 'LWB'}",85,Alonso,rare
83,94,78,95,83,80,73,53,84,0,79,69,53,0,56,95,82,0,85,78,82,81,58,87,15231,73,['None'],90,0,71,89,77,87,"['Tackler', 'Tactician']",0,82,98,91,79,83,60,81,84,88,79,85,86,79,82,80,86,86,79,82,80,86,75,2016-10-26,26,Med,Chelsea,High,Right,169,3,Premier League,Kanté,France,TOTW6,IF,3,3,69,gold,"{'PHY': '87', 'DEF': '84', 'DRI': '82', 'PAS': '81', 'SHO': '71', 'PAC': '82'}",85,CM,rare
73,93,58,52,82,84,63,58,40,0,79,88,59,0,82,40,60,0,48,28,75,63,76,88,149,88,['None'],84,0,82,65,83,34,"['Strength', 'Poacher']",0,76,85,39,91,74,81,76,57,59,80,69,58,80,76,77,60,58,80,76,77,60,82,2016-09-21,28,High,Chelsea,Med,Right,188,4,Premier League,Diego Costa,Spain,N\A,Normal,3,4,85,gold,"{'PHY': '88', 'DEF': '40', 'DRI': '77', 'PAS': '63', 'SHO': '82', 'PAC': '75'}",85,Costa,rare
92,44,87,82,86,74,75,80,50,0,87,75,85,0,29,55,46,0,77,43,89,80,60,63,151,78,"['Flair', 'Shooting - Long Shot Taker', 'Playmaker', 'Technical Dribbler']",81,0,74,82,71,51,"['Dribbler', 'Acrobat']",0,86,86,62,61,83,59,83,56,68,81,80,68,81,83,83,72,68,81,83,83,72,74,2016-09-21,28,High,Chelsea,High,Right,175,3,Premier League,Willian,Brazil,N\A,Normal,4,4,75,gold,"{'PHY': '63', 'DEF': '50', 'DRI': '86', 'PAS': '80', 'SHO': '74', 'PAC': '89'}",85,RM,rare
87,59,87,84,88,72,84,87,40,0,87,86,61,0,59,52,71,0,75,32,83,83,71,66,15337,90,['None'],85,0,82,89,76,33,"['Dribbler', 'Acrobat']",0,78,83,34,59,79,75,85,52,64,85,80,63,85,85,86,68,63,85,85,86,68,81,2016-11-09,29,High,Chelsea,Med,Right,167,3,Premier League,Pedro,Spain,TOTW8,IF,4,5,62,gold,"{'PHY': '66', 'DEF': '40', 'DRI': '87', 'PAS': '83', 'SHO': '82', 'PAC': '83'}",85,RW,rare
71,82,66,54,67,77,32,55,87,0,61,62,31,0,89,85,86,0,70,85,69,60,59,80,18418,50,['Power Header'],89,0,65,75,70,87,['Tackler'],0,67,71,88,82,64,52,67,84,79,67,71,76,67,64,63,73,76,67,64,63,73,69,2017-05-03,31,Med,Chelsea,Med,Right,193,3,Premier League,Cahill,England,TOTW33,IF,2,3,86,gold,"{'PHY': '80', 'DEF': '87', 'DRI': '65', 'PAS': '60', 'SHO': '65', 'PAC': '69'}",85,CB,rare
82,63,89,82,83,81,68,64,30,0,82,86,48,0,81,25,86,0,37,17,85,62,69,78,15104,86,['Selfish'],83,0,83,67,86,24,"['Acrobat', 'Poacher']",0,86,69,28,87,66,76,77,49,50,81,66,53,81,76,80,56,53,81,76,80,56,83,2016-09-30,23,Med,Chelsea,Low,Right,185,2,Premier League,Batshuayi,Belgium,Ones To Watch,OTW,3,4,78,gold,"{'PHY': '78', 'DEF': '30', 'DRI': '84', 'PAS': '62', 'SHO': '83', 'PAC': '85', 'Watch': 'To'}",84,ST,rare
33,80,44,46,60,84,42,44,86,0,45,46,31,0,90,86,80,0,64,86,34,57,52,80,164,38,"['Leadership', 'Power Header', 'One Club Player']",84,0,47,66,61,84,"['Aerial Threat', 'Tactician', 'Strength']",0,34,67,86,86,59,55,54,82,76,53,63,71,53,53,50,67,71,53,53,50,67,57,2016-09-21,36,Med,Chelsea,High,Right,187,3,Premier League,Terry,England,N\A,Normal,2,4,90,gold,"{'PHY': '80', 'DEF': '86', 'DRI': '51', 'PAS': '57', 'SHO': '47', 'PAC': '34'}",84,CB,rare
72,84,74,56,79,66,68,70,82,0,66,56,76,0,83,80,82,0,76,81,73,73,75,79,186,54,"['Long Throw', 'Takes Powerful Driven Free Kicks', 'Passing - Long Passer', 'Shooting - Long Shot Taker']",79,0,64,78,74,84,['None'],0,73,77,85,77,68,67,71,81,79,69,74,79,69,71,69,78,79,69,71,69,78,69,2016-09-21,30,High,Chelsea,Med,Right,189,4,Premier League,David Luiz,Brazil,N\A,Normal,3,3,84,gold,"{'PHY': '79', 'DEF': '82', 'DRI': '71', 'PAS': '73', 'SHO': '64', 'PAC': '73'}",84,Luiz,rare
79,76,75,73,77,66,79,66,84,0,70,46,58,0,69,81,74,0,74,86,79,75,66,77,187,64,['Long Throw'],87,0,56,80,68,86,['Tackler'],0,79,88,87,72,68,54,72,81,81,70,76,83,70,74,72,82,83,70,74,72,82,67,2016-09-21,27,Med,Chelsea,Med,Right,178,2,Premier League,Azpilicueta,Spain,N\A,Normal,3,3,75,gold,"{'PHY': '77', 'DEF': '84', 'DRI': '74', 'PAS': '75', 'SHO': '56', 'PAC': '79'}",84,LB,rare
66,83,57,53,79,85,68,68,81,0,72,64,67,0,77,86,71,0,80,76,67,76,69,88,195,68,['None'],82,0,70,82,78,78,"['Tactician', 'Strength']",0,68,90,84,90,77,74,75,81,82,74,79,79,74,75,72,79,79,74,75,72,79,74,2016-09-21,28,Med,Chelsea,High,Left,194,3,Premier League,Matic,Serbia,N\A,Normal,3,3,84,gold,"{'PHY': '88', 'DEF': '81', 'DRI': '72', 'PAS': '76', 'SHO': '70', 'PAC': '67'}",84,CDM,rare
82,63,89,82,83,81,68,64,30,0,82,86,48,0,81,25,86,0,37,17,85,62,69,78,18652,86,['Selfish'],83,0,83,67,86,24,"['Acrobat', 'Poacher']",0,86,69,28,87,66,76,77,49,50,81,66,53,81,76,80,56,53,81,76,80,56,83,2017-05-17,23,Med,Chelsea,Low,Right,185,2,Premier League,Batshuayi,Belgium,TOTW35,IF,3,4,78,gold,"{'PHY': '78', 'DEF': '30', 'DRI': '84', 'PAS': '62', 'SHO': '83', 'PAC': '85'}",84,ST,rare
